FlightID,RouteCode,Origin,Destination,FlightDate,FlightDurationMins,AircraftType,SeatsAvailable,SeatsSold,Revenue,OperationalCost
1310,MAA-DEL,MAA,DEL,2023-10-29,75,B777,110,63,187810.63,492474.84
1311,BOM-LHR,BOM,LHR,2023-11-10,65,B777,190,50,67465.72,314232.73
1312,MAA-JFK,MAA,JFK,2023-06-08,148,A380,136,75,301826.66,883076.69
1313,MAA-HYD,MAA,HYD,2023-02-02,544,A380,163,153,879673.8,520734.99
1314,DXB-DEL,DXB,DEL,2023-09-25,369,ATR72,179,94,465051.21,896668.98
1315,CCU-BLR,CCU,BLR,2023-07-24,316,B737,206,191,457762.49,554341.01
1316,MAA-LHR,MAA,LHR,2023-07-07,444,B777,124,67,313961.98,632849.75
1317,LHR-CCU,LHR,CCU,2024-04-24,422,B777,219,157,1213630.17,801531.39
1318,LHR-BOM,LHR,BOM,2024-03-07,150,B737,257,127,826315.92,1130285.74
1319,CCU-BLR,CCU,BLR,2023-10-28,114,B777,132,101,574746.02,484361.92
1320,LHR-SIN,LHR,SIN,2023-02-25,146,A320,169,156,1232901.49,247365.85
1321,JFK-DEL,JFK,DEL,2023-10-25,639,B777,276,134,944726.65,428612.72
1322,JFK-LHR,JFK,LHR,2023-02-24,778,B737,232,86,424353.65,1576933.34
1323,BLR-MAA,BLR,MAA,2023-06-08,368,A380,284,51,338605.21,1325347.43
1324,HYD-DEL,HYD,DEL,2023-03-10,60,B737,254,80,371100.63,592500.14
1325,DEL-LHR,DEL,LHR,2023-01-26,577,B777,200,64,478867.91,531905.46
1326,SIN-BLR,SIN,BLR,2023-08-29,619,A380,256,224,912555.61,1249430.47
1327,DEL-SIN,DEL,SIN,2023-05-30,711,A320,147,68,457629.85,716813.93
1328,BLR-JFK,BLR,JFK,2023-07-25,547,B777,174,87,493529.14,1173867.82
1329,SIN-CCU,SIN,CCU,2023-10-09,460,B777,278,254,444843.12,940962.75
1330,DXB-BLR,DXB,BLR,2023-01-29,350,B777,130,122,454572.71,571913.69
1331,BOM-LHR,BOM,LHR,2023-02-13,423,B737,219,167,490700.82,1508225.15
1332,CCU-JFK,CCU,JFK,2024-05-30,275,A380,280,184,687124.13,332961.38
1333,BLR-DXB,BLR,DXB,2023-12-14,530,B737,171,150,950737.97,457966.26
1334,DXB-DEL,DXB,DEL,2024-05-10,445,B777,255,218,493251.54,1324138.79
1335,LHR-JFK,LHR,JFK,2023-09-23,192,A380,250,198,680459.98,1157086.29
1336,DXB-DEL,DXB,DEL,2023-02-16,90,B737,159,62,350723.26,619541.94
1337,SIN-CCU,SIN,CCU,2023-08-26,850,B737,126,72,438994.23,400846
1338,DXB-DEL,DXB,DEL,2023-03-05,686,A380,129,54,374091.1,161490.78
1339,CCU-BOM,CCU,BOM,2023-06-28,388,A320,278,165,601161.43,1926817.82
1340,JFK-LHR,JFK,LHR,2023-07-24,260,A380,225,162,931814.79,494567.67
1341,BLR-SIN,BLR,SIN,2023-07-16,148,ATR72,106,90,694694.37,148026.66
1342,BOM-HYD,BOM,HYD,2023-01-06,428,B777,245,189,1332721.8,713540.48
1343,LHR-SIN,LHR,SIN,2023-07-14,272,ATR72,221,178,616724.14,1024239.74
1344,LHR-BLR,LHR,BLR,2023-03-10,509,B777,260,146,1039204.39,1125473.71
1345,BLR-JFK,BLR,JFK,2023-11-02,163,A320,227,109,148278.48,942353.21
1346,BOM-MAA,BOM,MAA,2023-10-24,317,B777,280,141,208069.43,1736877.71
1347,MAA-DEL,MAA,DEL,2023-09-05,590,ATR72,228,129,489495.35,262477.89
1348,DEL-LHR,DEL,LHR,2023-09-27,728,A320,108,71,280438.63,220662.34
1349,BOM-HYD,BOM,HYD,2023-07-29,620,A380,293,219,1617585.85,347625.96
1350,SIN-DEL,SIN,DEL,2023-02-06,414,A320,206,203,1253530.23,1351783.17
1351,LHR-SIN,LHR,SIN,2023-05-13,337,A320,126,54,241713.56,276761.43
1352,CCU-SIN,CCU,SIN,2024-05-04,370,B737,105,53,62777.27,592966.49
1353,HYD-JFK,HYD,JFK,2024-01-24,758,A320,241,173,236142.05,1336881.32
1354,BLR-SIN,BLR,SIN,2024-03-13,622,B737,129,106,193550.48,595599.43
1355,CCU-DXB,CCU,DXB,2023-07-18,411,B777,114,80,209938.72,507234.83
1356,HYD-SIN,HYD,SIN,2023-02-16,881,A320,284,113,755783.92,362097.84
1357,BLR-LHR,BLR,LHR,2023-07-04,349,A320,180,139,725150.78,1137713.97
1358,MAA-BLR,MAA,BLR,2024-02-12,550,A320,268,69,105890.51,1773595.83
1359,HYD-LHR,HYD,LHR,2024-01-01,285,B777,282,127,963928.59,1589716.38
1360,MAA-HYD,MAA,HYD,2024-06-23,333,A380,278,188,850534.15,315470.15
1361,DXB-LHR,DXB,LHR,2023-10-14,140,B737,135,116,303195.17,728977.55
1362,HYD-DEL,HYD,DEL,2024-01-17,802,B737,109,65,382745.58,526407.88
1363,SIN-DEL,SIN,DEL,2023-01-22,570,A320,169,85,435002.89,449972.58
1364,DEL-BOM,DEL,BOM,2023-10-13,684,B777,226,54,380128.12,719790.15
1365,BOM-MAA,BOM,MAA,2023-07-30,448,B737,268,160,756390.97,1311724.72
1366,BOM-JFK,BOM,JFK,2023-12-23,86,ATR72,293,278,932280.81,1738831.03
1367,MAA-HYD,MAA,HYD,2023-01-29,409,ATR72,211,159,1030047.91,1383550.66
1368,BOM-BLR,BOM,BLR,2024-02-02,798,A380,236,168,666429.98,1241162.99
1369,LHR-MAA,LHR,MAA,2023-06-16,450,B777,290,286,762930.27,1864067.24
1370,MAA-CCU,MAA,CCU,2023-03-29,315,ATR72,175,93,464774.79,181887.74
1371,MAA-DXB,MAA,DXB,2023-10-03,735,A380,300,217,1447784.18,1370878.47
1372,DEL-CCU,DEL,CCU,2023-11-25,330,B737,213,168,188305.62,182114.65
1373,BOM-DXB,BOM,DXB,2024-05-06,713,ATR72,155,102,143829.57,1026219.72
1374,MAA-JFK,MAA,JFK,2023-11-18,125,B777,146,83,528032.54,366765.86
1375,SIN-BLR,SIN,BLR,2023-08-21,705,B737,137,129,721348.27,307231.98
1376,BOM-HYD,BOM,HYD,2024-06-02,510,ATR72,181,60,292431.25,400608.21
1377,MAA-CCU,MAA,CCU,2023-01-17,754,A380,238,233,305959.63,536718.69
1378,DEL-BLR,DEL,BLR,2024-06-03,514,A320,230,69,183460.72,648575.18
1379,CCU-SIN,CCU,SIN,2023-03-15,717,B777,172,68,79754.63,784869.33
1380,CCU-DXB,CCU,DXB,2024-02-22,727,A380,220,125,669176.82,394666.69
1381,BOM-CCU,BOM,CCU,2023-06-03,665,A320,127,127,315005.41,348139.48
1382,LHR-CCU,LHR,CCU,2023-08-09,447,ATR72,108,92,559711.29,341577.64
1383,DEL-BLR,DEL,BLR,2023-08-18,638,ATR72,247,211,1020740.19,837847.89
1384,DEL-JFK,DEL,JFK,2023-02-22,681,B777,268,184,854192.77,741026.43
1385,HYD-CCU,HYD,CCU,2023-09-07,396,B737,296,142,371505.36,814551.01
1386,DEL-MAA,DEL,MAA,2024-03-31,810,B777,192,70,242472.46,755517.95
1387,CCU-LHR,CCU,LHR,2023-08-24,519,B777,158,122,828959.22,1093015.37
1388,LHR-HYD,LHR,HYD,2024-02-22,750,ATR72,270,85,445299.67,1548262.86
1389,CCU-DXB,CCU,DXB,2023-05-01,143,B777,207,179,1411009.43,904853.48
1390,HYD-BLR,HYD,BLR,2024-04-09,75,B737,130,103,292894.18,550990.5
1391,SIN-DEL,SIN,DEL,2023-05-10,94,B777,106,94,203843.65,132785.27
1392,LHR-JFK,LHR,JFK,2024-02-02,492,A380,132,101,593728.59,303190.33
1393,MAA-DEL,MAA,DEL,2023-12-11,404,ATR72,255,207,363161.33,1345765.92
1394,DEL-DXB,DEL,DXB,2024-04-04,478,B777,289,263,1065105.56,1588775.3
1395,BLR-HYD,BLR,HYD,2024-06-05,145,B737,101,87,448166.4,502800.62
1396,SIN-DXB,SIN,DXB,2023-11-25,509,B737,230,200,591019.42,1286307.01
1397,HYD-CCU,HYD,CCU,2024-05-20,409,A320,244,182,1325162.27,1072364.11
1398,DXB-MAA,DXB,MAA,2023-11-27,453,A380,293,95,729086.59,310578.08
1399,HYD-SIN,HYD,SIN,2024-06-15,344,ATR72,257,130,220514.55,659385.91
1400,DEL-CCU,DEL,CCU,2023-10-08,558,B777,157,71,214373.97,1018882.43
1401,JFK-DEL,JFK,DEL,2023-08-26,742,A380,136,62,151769.91,816067.72
1402,BLR-BOM,BLR,BOM,2023-02-10,612,ATR72,149,50,220928.06,878931.46
1403,CCU-HYD,CCU,HYD,2023-10-16,644,B777,287,163,757339.93,1708348.69
1404,MAA-DEL,MAA,DEL,2023-05-03,515,B777,226,117,188141.48,372509.43
1405,MAA-DEL,MAA,DEL,2023-12-29,882,A320,290,253,646944.38,365681.89
1406,BLR-JFK,BLR,JFK,2023-12-10,342,B777,261,238,1092398.29,1466215.14
1407,CCU-BOM,CCU,BOM,2024-03-19,162,ATR72,181,98,675221.69,886720.57
1408,BOM-DEL,BOM,DEL,2023-09-09,200,ATR72,196,106,605623.94,479175.6
1409,BLR-LHR,BLR,LHR,2023-07-11,811,B777,172,66,157740.71,1071621.31
1410,LHR-HYD,LHR,HYD,2023-01-04,504,A320,225,192,1013475.9,1170436.76
1411,BOM-SIN,BOM,SIN,2023-09-27,688,B777,261,199,525959.09,773072.45
1412,LHR-BLR,LHR,BLR,2023-11-04,297,A380,271,174,771090.37,1275372.2
1413,JFK-CCU,JFK,CCU,2024-05-07,362,A320,156,64,495387.69,992202.75
1414,MAA-SIN,MAA,SIN,2024-04-02,393,B737,269,158,286096.01,990286.59
1415,CCU-DEL,CCU,DEL,2023-12-22,773,B777,280,82,526093.34,1063770.44
1416,SIN-DXB,SIN,DXB,2023-08-29,89,A380,168,114,285654.73,1020789.46
1417,DXB-BOM,DXB,BOM,2023-11-27,327,A380,205,150,999482.07,704428.29
1418,MAA-BOM,MAA,BOM,2023-10-02,557,B737,186,61,192734.05,621394.67
1419,JFK-BLR,JFK,BLR,2023-07-31,858,A320,257,206,681404.58,1169545.18
1420,BOM-DEL,BOM,DEL,2024-01-24,152,A380,190,66,368578.39,762968.52
1421,CCU-JFK,CCU,JFK,2023-07-23,220,ATR72,201,108,327381.74,361941.89
1422,CCU-DXB,CCU,DXB,2024-02-28,280,ATR72,287,113,856550.91,293791.81
1423,BOM-JFK,BOM,JFK,2023-04-15,573,B777,224,60,125917.11,597876.59
1424,HYD-MAA,HYD,MAA,2023-02-04,338,A320,300,146,815692.03,484019.33
1425,MAA-DEL,MAA,DEL,2023-03-20,135,ATR72,284,230,1457441.45,958601.15
1426,BOM-JFK,BOM,JFK,2023-06-05,157,ATR72,200,99,675209.9,1225535.79
1427,CCU-SIN,CCU,SIN,2024-06-08,821,A320,177,120,505480.74,250987.97
1428,JFK-SIN,JFK,SIN,2024-01-21,358,B777,123,78,605919.94,526215.75
1429,SIN-MAA,SIN,MAA,2024-06-02,310,B777,104,81,493525.08,696699.72
1430,LHR-DEL,LHR,DEL,2024-04-08,289,ATR72,106,75,479883.04,378624.45
1431,SIN-DEL,SIN,DEL,2023-11-15,400,B737,261,71,118408.35,482689.59
1432,SIN-HYD,SIN,HYD,2023-03-27,204,B777,257,171,797516.59,1543498.32
1433,HYD-BOM,HYD,BOM,2024-05-20,318,B777,179,136,930275.9,183718.48
1434,JFK-DXB,JFK,DXB,2023-01-06,334,B737,293,193,1266634.01,1225516.5
1435,CCU-HYD,CCU,HYD,2023-11-26,532,B777,231,192,1346029.51,1606624.23
1436,DEL-BLR,DEL,BLR,2024-03-11,776,A320,196,82,516452.97,353775.55
1437,DEL-HYD,DEL,HYD,2023-07-22,508,A320,109,106,420743.21,202573.99
1438,LHR-SIN,LHR,SIN,2023-05-24,826,ATR72,207,152,161851.07,316506.38
1439,MAA-CCU,MAA,CCU,2024-06-19,390,ATR72,195,194,1076999.73,327094.77
1440,LHR-HYD,LHR,HYD,2024-01-16,591,ATR72,164,110,466417.73,1083130.7
1441,BLR-HYD,BLR,HYD,2024-06-20,792,B777,102,70,273988.44,176680.76
1442,DEL-BOM,DEL,BOM,2023-11-16,778,B737,151,138,228657.02,550135.31
1443,DEL-BOM,DEL,BOM,2024-04-24,668,B737,117,94,512714.04,734377.15
1444,CCU-BOM,CCU,BOM,2023-07-17,341,A380,209,199,1214947.1,643114.69
1445,DXB-MAA,DXB,MAA,2023-07-27,139,ATR72,139,63,385220.21,352491.53
1446,MAA-DEL,MAA,DEL,2023-05-10,876,ATR72,250,215,1367911.79,711748.29
1447,JFK-MAA,JFK,MAA,2024-04-29,274,B737,100,100,262281.73,214194.94
1448,JFK-BLR,JFK,BLR,2023-05-27,228,B777,100,70,108115.84,681302.08
1449,BLR-JFK,BLR,JFK,2024-03-26,495,B777,183,127,571833.47,279484.6
1450,LHR-DXB,LHR,DXB,2024-01-22,852,B777,280,171,595924.98,1679895.4
1451,CCU-JFK,CCU,JFK,2023-03-22,679,B737,142,131,895415.72,739870.5
1452,DXB-JFK,DXB,JFK,2024-03-28,561,A380,275,80,392426.85,962379.8
1453,CCU-BLR,CCU,BLR,2023-01-26,434,B777,297,221,756248.94,1018497.1
1454,JFK-LHR,JFK,LHR,2023-07-15,451,A380,145,145,1155370,292056.64
1455,CCU-JFK,CCU,JFK,2023-07-19,65,ATR72,179,134,222273.76,552569.07
1456,MAA-JFK,MAA,JFK,2023-01-14,681,A380,108,91,266144.05,406960.87
1457,BOM-CCU,BOM,CCU,2023-10-08,700,A320,246,57,401410.94,1611537.14
1458,JFK-SIN,JFK,SIN,2024-05-17,237,B777,291,273,1510465.17,1217148.67
1459,DEL-BOM,DEL,BOM,2024-01-14,89,ATR72,282,89,528613.46,534905.37
1460,BLR-DEL,BLR,DEL,2024-03-05,182,A320,213,213,1272490.99,585380.79
1461,LHR-MAA,LHR,MAA,2023-07-18,730,ATR72,288,54,179747.37,1430306.99
1462,CCU-BLR,CCU,BLR,2024-01-11,588,A320,270,153,598941.62,1333767.4
1463,BOM-BLR,BOM,BLR,2023-07-17,839,ATR72,137,84,133373.6,486223
1464,MAA-HYD,MAA,HYD,2024-06-01,479,B737,262,241,1661663.24,1738306.49
1465,MAA-CCU,MAA,CCU,2023-12-26,180,A380,219,195,1336284.18,292100.11
1466,SIN-DEL,SIN,DEL,2023-04-30,152,B737,286,72,165572.08,1277024.57
1467,BOM-HYD,BOM,HYD,2023-01-11,282,A380,217,70,499827.21,1442631.5
1468,MAA-HYD,MAA,HYD,2023-05-16,377,A320,197,123,276261.47,329116.41
1469,CCU-SIN,CCU,SIN,2023-08-20,252,A380,151,72,565556.22,363607.3
1470,SIN-MAA,SIN,MAA,2023-04-05,561,A380,248,143,492208.06,1185271.52
1471,SIN-BLR,SIN,BLR,2023-02-07,659,B777,139,118,587755.54,967618.61
1472,DXB-CCU,DXB,CCU,2023-10-23,272,A380,279,178,865307.56,1508669.36
1473,MAA-DEL,MAA,DEL,2024-06-09,851,B737,166,77,329083.94,165166.33
1474,DEL-JFK,DEL,JFK,2023-07-10,546,B737,219,200,652187.34,940686.13
1475,JFK-BOM,JFK,BOM,2023-11-27,778,A320,261,141,999027.82,221581.03
1476,DXB-LHR,DXB,LHR,2023-12-09,404,A320,147,95,298673.29,543079.1
1477,BLR-BOM,BLR,BOM,2024-03-25,888,ATR72,216,201,1011383.04,755309.78
1478,DXB-LHR,DXB,LHR,2023-09-07,318,A380,253,136,595394.83,831648.76
1479,BOM-MAA,BOM,MAA,2024-06-03,170,B777,209,118,905989.08,686492.02
1480,BOM-HYD,BOM,HYD,2024-06-08,230,A380,252,228,1732782.75,511677.25
1481,JFK-BLR,JFK,BLR,2023-05-14,739,A380,113,61,193059.8,626935.67
1482,CCU-LHR,CCU,LHR,2024-02-10,229,B777,100,92,186984.21,627431.94
1483,MAA-CCU,MAA,CCU,2023-03-24,249,B737,152,105,171272.67,352235.93
1484,LHR-CCU,LHR,CCU,2023-01-06,548,B737,188,75,322170.36,950918.27
1485,HYD-LHR,HYD,LHR,2024-01-21,534,B737,295,284,474499.83,471030.88
1486,BLR-SIN,BLR,SIN,2023-12-01,349,B777,252,150,710820.93,743545.29
1487,JFK-BOM,JFK,BOM,2023-08-16,683,B737,296,110,394232.08,860494.47
1488,BOM-SIN,BOM,SIN,2023-03-21,721,B737,135,113,261684.7,284801.47
1489,DXB-DEL,DXB,DEL,2023-12-14,453,B737,208,88,263537.9,665237.29
1490,SIN-BOM,SIN,BOM,2023-09-25,491,B737,141,100,577637.84,842086.05
1491,SIN-DEL,SIN,DEL,2023-12-21,762,A320,267,153,1013602.33,233836.42
1492,CCU-BLR,CCU,BLR,2024-06-03,453,B777,102,81,451714.37,505431.27
1493,DXB-BOM,DXB,BOM,2023-11-07,495,A380,289,212,384082.29,1677406.74
1494,SIN-JFK,SIN,JFK,2024-01-17,859,B777,282,135,932739.14,1924643.1
1495,DEL-HYD,DEL,HYD,2024-03-10,604,B777,272,70,143689.74,786111.9
1496,JFK-MAA,JFK,MAA,2023-07-22,587,ATR72,286,273,1142484.67,314877.51
1497,MAA-BOM,MAA,BOM,2023-05-05,561,B777,193,62,447898.02,975731.45
1498,MAA-SIN,MAA,SIN,2023-12-12,751,A380,296,259,301660.52,727230.62
1499,MAA-DXB,MAA,DXB,2024-03-03,77,B777,183,126,686936.74,822370.75
1500,CCU-BOM,CCU,BOM,2024-02-10,314,B737,121,118,196116.95,642035.91
1501,SIN-DXB,SIN,DXB,2023-10-09,413,B777,276,208,563410.63,1633517.8
1502,LHR-SIN,LHR,SIN,2023-02-11,138,A380,195,59,119607.93,1337003.59
1503,DEL-SIN,DEL,SIN,2024-06-08,802,A320,186,127,502629.09,174612.62
1504,MAA-DEL,MAA,DEL,2024-03-19,179,B737,246,116,923873.75,1135684.86
1505,LHR-HYD,LHR,HYD,2023-02-20,443,ATR72,221,105,664128.5,775502.91
1506,BLR-CCU,BLR,CCU,2024-05-28,747,A320,254,152,1119970.18,1271242.35
1507,MAA-BOM,MAA,BOM,2024-02-21,272,A320,300,156,873676.36,751069.71
1508,SIN-CCU,SIN,CCU,2023-04-10,286,B737,104,95,310864.87,124288.24
1509,MAA-LHR,MAA,LHR,2024-03-06,710,ATR72,184,149,645053.81,783375.25
1510,CCU-DXB,CCU,DXB,2023-11-24,414,B777,138,109,760873.62,537322.71
1511,LHR-BLR,LHR,BLR,2024-02-04,321,B777,108,92,640875.84,734387.73
1512,SIN-JFK,SIN,JFK,2023-12-20,145,B737,291,185,663102.93,759307.13
1513,CCU-LHR,CCU,LHR,2024-04-23,90,B737,259,199,431260.89,771841.64
1514,DXB-SIN,DXB,SIN,2023-01-24,829,A380,242,240,1064471.55,545771.73
1515,LHR-BLR,LHR,BLR,2024-01-23,681,A320,124,100,252813.77,861950.24
1516,JFK-MAA,JFK,MAA,2023-07-02,222,B777,240,154,533482.54,516015.87
1517,JFK-MAA,JFK,MAA,2023-11-24,848,A380,261,77,435022.44,1320250.77
1518,CCU-JFK,CCU,JFK,2024-02-06,290,B777,226,168,504669.31,1476279.92
1519,BLR-HYD,BLR,HYD,2024-02-14,355,A320,236,135,855973.48,1148938.1
1520,DEL-SIN,DEL,SIN,2024-03-04,488,B777,148,131,157630.59,324119.14
1521,JFK-LHR,JFK,LHR,2023-03-24,673,ATR72,287,154,1173237.16,807941.14
1522,HYD-BLR,HYD,BLR,2024-04-28,760,A320,194,55,341041.67,1217888.81
1523,DXB-JFK,DXB,JFK,2024-06-07,257,B737,217,144,872844.59,495574.84
1524,SIN-HYD,SIN,HYD,2023-11-27,195,A380,116,53,129799.7,424480.36
1525,HYD-LHR,HYD,LHR,2023-09-05,875,B737,218,178,977158.56,1260663.31
1526,CCU-BLR,CCU,BLR,2023-09-08,533,A320,101,97,118947.02,504657.48
1527,LHR-SIN,LHR,SIN,2024-01-30,132,B777,166,163,979929.27,257314.65
1528,JFK-LHR,JFK,LHR,2023-01-25,509,B777,285,65,198298.2,931967.03
1529,BOM-DXB,BOM,DXB,2024-02-14,793,ATR72,261,216,881349.26,1483008.76
1530,DEL-HYD,DEL,HYD,2023-09-26,836,ATR72,292,252,449186.51,539473.36
1531,DXB-CCU,DXB,CCU,2023-05-26,308,B777,153,83,139430.03,731434.94
1532,DEL-LHR,DEL,LHR,2024-05-18,830,B737,293,116,394063.64,1486390.03
1533,CCU-LHR,CCU,LHR,2023-09-22,641,A380,252,59,373426.29,432872.66
1534,MAA-BOM,MAA,BOM,2023-08-15,439,ATR72,192,124,390183.25,1005731.99
1535,JFK-MAA,JFK,MAA,2024-05-01,790,B777,272,125,260136.13,1575487.01
1536,BLR-HYD,BLR,HYD,2023-10-27,453,A380,263,108,129171.56,555536.13
1537,MAA-BLR,MAA,BLR,2023-01-13,325,A380,284,180,1119276.12,1981163.73
1538,DXB-LHR,DXB,LHR,2023-06-24,412,B737,250,178,569613.11,780262
1539,SIN-BLR,SIN,BLR,2024-06-21,553,B737,223,147,161645.34,1487650.65
1540,CCU-HYD,CCU,HYD,2023-11-13,271,B737,138,85,447141.54,733928.61
1541,DEL-MAA,DEL,MAA,2024-01-01,570,B777,245,213,1564296.32,1471925.27
1542,LHR-HYD,LHR,HYD,2023-07-27,432,A320,202,75,574814.84,797088.43
1543,MAA-JFK,MAA,JFK,2023-03-23,877,A320,214,195,908825.11,495857.67
1544,BLR-MAA,BLR,MAA,2023-08-22,766,B777,145,55,432060.33,354921.24
1545,MAA-DEL,MAA,DEL,2023-07-14,810,A320,133,116,361841.81,277695.85
1546,HYD-LHR,HYD,LHR,2024-04-20,160,ATR72,300,63,203616.53,1419064.61
1547,HYD-LHR,HYD,LHR,2023-04-30,512,A320,221,100,169913.14,984362.82
1548,JFK-SIN,JFK,SIN,2023-11-04,642,A320,248,160,1124475.8,369879.15
1549,SIN-HYD,SIN,HYD,2024-04-12,60,A380,293,154,802259.77,1129266.5
1550,BLR-DXB,BLR,DXB,2024-06-03,554,ATR72,172,171,943399.73,419342.78
1551,LHR-HYD,LHR,HYD,2023-12-16,341,ATR72,228,129,694207.32,339974.07
1552,BLR-LHR,BLR,LHR,2023-01-07,386,ATR72,220,176,376977.24,265423.12
1553,DXB-MAA,DXB,MAA,2023-04-07,513,A380,263,225,1073279.4,508238.34
1554,DEL-MAA,DEL,MAA,2023-08-07,374,ATR72,178,131,833807.61,663161.95
1555,MAA-HYD,MAA,HYD,2023-06-08,391,B737,149,148,558504.63,277887.86
1556,BLR-HYD,BLR,HYD,2023-11-30,588,B777,267,202,1317290.57,1504406.28
1557,MAA-HYD,MAA,HYD,2023-09-27,543,A380,194,87,273495.52,1029286.35
1558,CCU-LHR,CCU,LHR,2023-11-12,495,ATR72,200,156,162194.4,1325584.26
1559,BOM-SIN,BOM,SIN,2023-12-29,721,B737,216,120,136362.88,1116050.67
1560,HYD-CCU,HYD,CCU,2023-10-29,442,A320,182,159,1039293.93,513103.1
1561,LHR-HYD,LHR,HYD,2023-08-09,692,ATR72,212,120,209741.04,489180.34
1562,CCU-LHR,CCU,LHR,2024-04-26,107,B777,276,230,1014136.57,700180.04
1563,JFK-DXB,JFK,DXB,2023-03-02,163,A320,263,137,401728.33,812823.26
1564,MAA-DEL,MAA,DEL,2024-04-28,197,A320,183,155,1049377.11,1137984.37
1565,JFK-MAA,JFK,MAA,2023-07-24,635,A320,212,112,369028.22,888031.52
1566,MAA-JFK,MAA,JFK,2023-10-26,766,A320,135,58,411514.48,693273.35
1567,CCU-DXB,CCU,DXB,2024-04-01,825,B737,147,91,389323.92,537576.48
1568,CCU-HYD,CCU,HYD,2023-09-23,321,ATR72,291,288,334646.83,447843.39
1569,DXB-SIN,DXB,SIN,2024-02-10,885,B777,112,103,483974.51,723574.84
1570,LHR-CCU,LHR,CCU,2023-01-17,639,B777,108,82,583148.43,305406.08
1571,LHR-SIN,LHR,SIN,2023-10-17,648,A380,262,67,411449.46,1127884.38
1572,LHR-DEL,LHR,DEL,2023-06-12,877,ATR72,122,109,574454.02,848667.17
1573,DEL-SIN,DEL,SIN,2023-10-11,536,B777,289,88,488673.32,362047.6
1574,JFK-CCU,JFK,CCU,2024-04-09,600,B777,105,75,376737.37,88136.43
1575,DXB-BOM,DXB,BOM,2023-01-09,290,A380,209,88,247453.42,456020.84
1576,CCU-JFK,CCU,JFK,2024-04-13,729,B737,297,260,1305477.92,890643.88
1577,JFK-BLR,JFK,BLR,2023-07-13,851,B737,152,89,202128.53,146313.96
1578,JFK-BOM,JFK,BOM,2023-05-11,613,A380,117,91,645544.2,767108.88
1579,HYD-MAA,HYD,MAA,2023-11-07,227,B777,169,79,596775.15,362819.68
1580,CCU-BOM,CCU,BOM,2023-05-21,510,A320,196,56,230029.37,1060838.78
1581,HYD-SIN,HYD,SIN,2023-02-20,517,B777,202,100,243942.59,638144.32
1582,DEL-BLR,DEL,BLR,2023-06-29,578,ATR72,285,182,337050.58,1564923.43
1583,DEL-LHR,DEL,LHR,2024-01-02,827,A380,206,98,242284.64,280758.24
1584,LHR-CCU,LHR,CCU,2024-05-04,321,ATR72,128,108,120205.97,403991.12
1585,DXB-SIN,DXB,SIN,2023-04-13,423,A380,179,66,266576.78,1084097.49
1586,MAA-HYD,MAA,HYD,2023-03-28,726,B777,220,54,413594.86,550712.8
1587,CCU-BOM,CCU,BOM,2023-05-25,314,B737,244,52,98573.18,430831.18
1588,SIN-BOM,SIN,BOM,2023-03-04,670,B737,289,219,668298.66,1337735.11
1589,BLR-SIN,BLR,SIN,2023-06-26,238,ATR72,138,135,306625.88,862538.63
1590,DEL-HYD,DEL,HYD,2023-01-31,569,B737,178,153,822709.67,1145551.27
1591,MAA-DXB,MAA,DXB,2023-01-30,862,A320,184,57,411639.36,186241.34
1592,BLR-SIN,BLR,SIN,2023-02-17,612,B777,295,203,1229704.78,546454.88
1593,DEL-BOM,DEL,BOM,2023-12-24,288,A320,207,66,117933.69,776099.74
1594,DXB-JFK,DXB,JFK,2024-03-26,197,ATR72,263,50,159000.81,975945.47
1595,MAA-BLR,MAA,BLR,2023-11-27,732,ATR72,193,74,321495.14,1050317.06
1596,JFK-HYD,JFK,HYD,2023-05-09,284,ATR72,133,68,175362.68,174173.04
1597,DEL-SIN,DEL,SIN,2023-10-17,689,A320,163,78,214866.2,868168.59
1598,MAA-DXB,MAA,DXB,2024-04-18,744,ATR72,233,182,917310.9,1462823.77
1599,BLR-DXB,BLR,DXB,2024-03-08,443,B737,248,238,1795084.27,251024.84
1600,DXB-BOM,DXB,BOM,2023-07-22,246,A320,136,131,162282.57,778951.93
1601,BLR-SIN,BLR,SIN,2023-11-27,71,ATR72,223,173,1211651.02,437980.75
1602,JFK-DXB,JFK,DXB,2024-04-07,279,B777,259,117,564075.25,396393.96
1603,MAA-JFK,MAA,JFK,2023-12-12,405,B737,165,93,618349.51,630564.32
1604,LHR-SIN,LHR,SIN,2023-04-09,744,A380,295,182,516887.9,1666194.36
1605,DXB-BOM,DXB,BOM,2023-05-10,156,B737,217,78,143671.65,1132460.33
1606,BLR-DXB,BLR,DXB,2023-11-11,523,B777,241,71,551247.4,1644683.91
1607,BLR-SIN,BLR,SIN,2024-06-07,259,B737,274,106,681726.23,556712.69
1608,CCU-JFK,CCU,JFK,2023-06-05,636,ATR72,234,62,409312.84,713341.54
1609,HYD-JFK,HYD,JFK,2023-06-20,443,B737,125,71,386548.95,765679.13
1610,HYD-BLR,HYD,BLR,2024-03-10,267,A380,112,111,864026.74,367966.1
1611,DXB-JFK,DXB,JFK,2024-03-07,547,B777,182,84,508270.02,484112.34
1612,DEL-CCU,DEL,CCU,2023-11-16,273,ATR72,252,67,94775.22,842770.73
1613,BLR-LHR,BLR,LHR,2023-06-14,842,B737,200,90,497033.31,644839.58
